	SB	SM	Nk	Hd	SL	EL	WL	HL	SR	ER	WR	HR	HiL	KL	AL	FL	HiR	KR	AR	FR	SS	HTL	TL	HTR	TR
0	-0.245827	-0.236902	-0.226624	-0.222389	-0.366832	-0.458258	-0.479358	-0.475289	-0.070098	0.014764	0.062481	0.054488	-0.308875	-0.293161	-0.154781	-0.145752	-0.172620	-0.111826	-0.142414	-0.133911	-0.229432	-0.464224	-0.504118	0.055667	-0.000632
1	-0.121174	0.262435	0.629048	0.780758	0.453442	0.145651	-0.114452	-0.158943	0.441621	0.139741	-0.109462	-0.142864	-0.115867	-0.549668	-0.802512	-0.866699	-0.121497	-0.456081	-0.786524	-0.870117	0.539673	-0.234546	-0.159191	-0.199093	-0.128760
2	2.180341	2.190900	2.185275	2.218963	2.100787	2.121092	2.166030	2.167766	2.091970	2.118180	2.188760	2.192473	2.140974	2.236220	1.746937	1.742188	2.129995	2.072772	1.754938	1.757812	2.189363	2.160063	2.112458	2.176209	2.098857
3	-0.245827	-0.236902	-0.226624	-0.222389	-0.366832	-0.458258	-0.479358	-0.475289	-0.070098	0.014764	0.062481	0.054488	-0.308875	-0.293161	-0.154781	-0.145752	-0.172620	-0.111826	-0.142414	-0.133911	-0.229432	-0.464224	-0.504118	0.055667	-0.000632
4	-0.121174	0.262435	0.629048	0.780758	0.453442	0.145651	-0.114452	-0.158943	0.441621	0.139741	-0.109462	-0.142864	-0.115867	-0.549668	-0.802512	-0.866699	-0.121497	-0.456081	-0.786524	-0.870117	0.539673	-0.234546	-0.159191	-0.199093	-0.128760
5	2.180341	2.190900	2.185275	2.218963	2.100787	2.121092	2.166030	2.167766	2.091970	2.118180	2.188760	2.192473	2.140974	2.236220	1.746937	1.742188	2.129995	2.072772	1.754938	1.757812	2.189363	2.160063	2.112458	2.176209	2.098857
6	-0.228543	-0.222266	-0.214819	-0.213313	-0.376804	-0.480363	-0.473608	-0.480586	-0.057531	-0.018285	-0.014686	-0.031624	-0.292055	-0.264530	-0.269510	-0.269492	-0.156525	-0.116675	-0.116053	-0.118887	-0.216895	-0.482229	-0.475212	-0.038118	-0.064229
7	-0.075213	0.290070	0.641174	0.766286	0.464582	0.194581	-0.026565	-0.009913	0.445353	0.151615	-0.101025	-0.123950	-0.069772	-0.424929	-0.779633	-0.811997	-0.077875	-0.449462	-0.764562	-0.797878	0.555342	-0.009877	-0.009803	-0.192581	-0.096131
8	2.395280	2.403341	2.396788	2.430333	2.333597	2.394529	2.504656	2.522203	2.314875	2.281779	2.298121	2.307222	2.356316	2.363046	2.273461	2.131407	2.345785	2.488408	2.424762	2.282158	2.400964	2.512960	2.494000	2.302693	2.292048
9	-0.228387	-0.221367	-0.213040	-0.209707	-0.374371	-0.477495	-0.472882	-0.472054	-0.056184	-0.016098	-0.018044	-0.034442	-0.293449	-0.260377	-0.269909	-0.266709	-0.154852	-0.118286	-0.119906	-0.119561	-0.215340	-0.473764	-0.466836	-0.035717	-0.068089
