	SB	SM	Nk	Hd	SL	EL	WL	HL	SR	ER	WR	HR	HiL	KL	AL	FL	HiR	KR	AR	FR	SS	HTL	TL	HTR	TR
0	2.154836	2.180314	2.201582	2.166069	2.138303	2.008246	2.055926	2.073074	2.205718	2.207823	2.201371	2.190556	2.127263	1.923712	2.144128	2.116944	2.158076	2.044614	2.122549	2.097581	2.197066	2.069845	2.065633	2.187888	2.179151
1	0.210604	0.395114	0.577004	0.662245	0.554758	0.511636	0.380707	0.337389	0.560292	0.518563	0.352030	0.315327	0.208165	0.225517	0.141494	0.060168	0.210666	0.063083	0.152172	0.070377	0.531926	0.336864	0.336178	0.262242	0.325714
2	3.473230	3.468276	3.457095	3.464955	3.575652	3.482269	3.564172	3.593649	3.405077	3.270484	3.260886	3.251033	3.504682	3.371984	3.693320	3.654880	3.402537	3.514791	3.697279	3.658881	3.461101	3.588052	3.580750	3.222981	3.196572
3	2.091442	2.101258	2.102198	2.084954	2.063741	1.969873	2.052069	2.062785	2.121241	2.140069	2.119241	2.102720	2.067906	1.998494	2.064421	2.057660	2.089319	2.034946	2.113538	2.087692	2.103204	2.078281	2.060808	2.087278	2.098253
4	0.231300	0.414853	0.596527	0.685168	0.557237	0.452170	0.453974	0.443873	0.585768	0.518171	0.356982	0.302983	0.224630	0.010366	0.154625	0.078365	0.237145	0.019249	0.036631	-0.045364	0.551743	0.419353	0.416493	0.254666	0.314462
5	3.488821	3.498450	3.506245	3.496950	3.583072	3.550310	3.655310	3.654004	3.395441	3.276478	3.261113	3.245836	3.511018	3.494840	3.735826	3.680573	3.428669	3.402069	3.568956	3.540247	3.504971	3.644852	3.635250	3.233969	3.203300
6	2.068869	2.061392	2.060216	2.030638	2.059557	1.935217	2.004357	2.034268	2.102853	2.121325	2.091189	2.073780	2.049341	1.964407	2.016837	1.986217	2.064931	2.010086	2.087989	2.063497	2.061267	2.040363	2.034048	2.066493	2.076734
7	0.236829	0.452332	0.662424	0.757038	0.554872	0.449552	0.427090	0.426293	0.568651	0.514031	0.350378	0.294080	0.231773	0.024828	0.104757	0.023586	0.239092	0.027927	0.045178	-0.040159	0.610370	0.400739	0.385512	0.247677	0.309697
8	3.495597	3.482025	3.459980	3.478985	3.593022	3.535822	3.630386	3.642588	3.387532	3.271126	3.260482	3.242342	3.514560	3.428631	3.686079	3.642847	3.436619	3.338390	3.503952	3.480238	3.466742	3.648898	3.615400	3.238399	3.197083
9	2.036277	2.046468	2.046811	2.015355	1.996318	1.887888	1.881565	1.880687	2.063836	2.092070	2.062674	2.044047	2.005405	1.960115	1.902705	1.907596	2.039881	1.959885	1.987361	1.909840	2.047619	1.886807	1.867713	2.030488	2.046735
