	SB	SM	Nk	Hd	SL	EL	WL	HL	SR	ER	WR	HR	HiL	KL	AL	FL	HiR	KR	AR	FR	SS	HTL	TL	HTR	TR
0	-0.282566	-0.275238	-0.266216	-0.254130	-0.397802	-0.496883	-0.558391	-0.582624	-0.127308	-0.065836	-0.040191	-0.037318	-0.338971	-0.234764	-0.263099	-0.236131	-0.214777	-0.232897	-0.259126	-0.249326	-0.268764	-0.589638	-0.602241	-0.006086	-0.059659
1	-0.126834	0.222631	0.557137	0.681036	0.392267	0.161104	-0.079037	-0.156224	0.375569	0.137180	-0.036883	-0.086992	-0.120392	-0.475808	-0.830945	-0.893509	-0.128175	-0.479863	-0.820525	-0.847726	0.475529	-0.218424	-0.170231	-0.130105	-0.111145
2	2.022525	2.028558	2.019810	2.061580	1.946489	1.947249	1.955033	1.977705	1.957391	2.000935	2.059761	2.106879	1.979486	1.820832	1.696803	1.697973	1.984213	1.814938	1.695917	1.563303	2.024454	1.967346	1.928000	2.181886	2.077824
3	-0.276962	-0.275406	-0.272571	-0.257638	-0.408072	-0.503088	-0.559259	-0.586645	-0.136209	-0.070297	-0.039208	-0.034588	-0.333482	-0.226380	-0.260508	-0.236468	-0.209484	-0.234061	-0.255004	-0.258576	-0.273598	-0.590105	-0.607955	-0.003184	-0.057328
4	-0.129241	0.219510	0.553708	0.674522	0.380918	0.146906	-0.096541	-0.173580	0.370772	0.132551	-0.035616	-0.088245	-0.124260	-0.481799	-0.829255	-0.896123	-0.129187	-0.492488	-0.816208	-0.889268	0.472099	-0.245110	-0.186126	-0.131261	-0.114846
5	2.063429	2.075527	2.071744	2.100663	1.999377	2.000835	1.997415	2.019793	2.007298	2.051405	2.109087	2.157287	2.022220	1.859121	1.703009	1.696655	2.023262	1.842155	1.704399	1.677911	2.075538	2.009140	1.963231	2.226771	2.127824
6	-0.281741	-0.279867	-0.276153	-0.259840	-0.409515	-0.502723	-0.563999	-0.587568	-0.137452	-0.069395	-0.036799	-0.034393	-0.338474	-0.219134	-0.246039	-0.238448	-0.214212	-0.228158	-0.237244	-0.232676	-0.277395	-0.588890	-0.604055	-0.004557	-0.057057
7	-0.134015	0.214153	0.548278	0.670160	0.379115	0.144456	-0.097862	-0.177113	0.364952	0.127747	-0.040476	-0.094064	-0.128098	-0.492707	-0.803143	-0.871748	-0.134808	-0.486169	-0.775937	-0.801913	0.466653	-0.242230	-0.180206	-0.138794	-0.119161
8	2.129085	2.133201	2.122628	2.160527	2.055111	2.056286	2.042953	2.063394	2.053457	2.098336	2.157414	2.203222	2.088501	1.917643	1.729989	1.687773	2.088261	1.920594	1.744362	1.616539	2.127750	2.042354	2.014000	2.279675	2.169235
9	-0.281741	-0.279867	-0.276153	-0.259840	-0.409515	-0.502723	-0.563999	-0.587568	-0.137452	-0.069395	-0.036799	-0.034393	-0.338474	-0.219134	-0.246039	-0.238448	-0.214212	-0.228158	-0.237244	-0.232676	-0.277395	-0.588890	-0.604055	-0.004557	-0.057057
10	-0.134015	0.214153	0.548278	0.670160	0.379115	0.144456	-0.097862	-0.177113	0.364952	0.127747	-0.040476	-0.094064	-0.128098	-0.492707	-0.803143	-0.871748	-0.134808	-0.486169	-0.775937	-0.801913	0.466653	-0.242230	-0.180206	-0.138794	-0.119161
11	2.129085	2.133201	2.122628	2.160527	2.055111	2.056286	2.042953	2.063394	2.053457	2.098336	2.157414	2.203222	2.088501	1.917643	1.729989	1.687773	2.088261	1.920594	1.744362	1.616539	2.127750	2.042354	2.014000	2.279675	2.169235
12	-0.268218	-0.272356	-0.274586	-0.258050	-0.410219	-0.498655	-0.558881	-0.584560	-0.141238	-0.073105	-0.041278	-0.037430	-0.325389	-0.202895	-0.237526	-0.233041	-0.201527	-0.213428	-0.228382	-0.224067	-0.274345	-0.584040	-0.611242	-0.006078	-0.054185
13	-0.150186	0.205300	0.547664	0.668539	0.382637	0.147688	-0.094022	-0.173162	0.364009	0.125658	-0.045140	-0.093798	-0.143171	-0.497412	-0.804704	-0.832514	-0.151883	-0.498707	-0.761025	-0.789662	0.463874	-0.238689	-0.157308	-0.131434	-0.130209
14	2.194071	2.189357	2.170559	2.210006	2.104253	2.111354	2.102310	2.112540	2.103272	2.139606	2.189180	2.237273	2.155884	1.988645	1.759178	1.632356	2.154550	1.979808	1.775300	1.648090	2.177635	2.091775	2.077857	2.304174	2.215944
15	-0.276172	-0.277995	-0.277611	-0.267882	-0.424883	-0.509289	-0.565061	-0.586531	-0.139306	-0.072724	-0.038309	-0.026127	-0.333247	-0.198702	-0.233002	-0.227452	-0.209424	-0.203729	-0.216731	-0.214359	-0.277970	-0.586546	-0.610980	-0.003355	-0.053006
16	-0.136269	0.215507	0.553715	0.676720	0.379763	0.126444	-0.114840	-0.188830	0.369366	0.113818	-0.065329	-0.123083	-0.131638	-0.480686	-0.783438	-0.849149	-0.136137	-0.488750	-0.732480	-0.760324	0.470863	-0.259462	-0.179992	-0.178199	-0.134657
17	2.249361	2.238535	2.208797	2.245119	2.153745	2.167928	2.163433	2.172649	2.148236	2.188172	2.248672	2.304267	2.210709	2.100811	1.804087	1.754051	2.209383	2.087067	1.840412	1.717420	2.218502	2.162318	2.115857	2.358714	2.251000
18	-0.284864	-0.285498	-0.284176	-0.258362	-0.421309	-0.511050	-0.563964	-0.586804	-0.135699	-0.073640	-0.051443	-0.022703	-0.342385	-0.194221	-0.227195	-0.196445	-0.217511	-0.321572	-0.212485	-0.203877	-0.284863	-0.584769	-0.610565	-0.003510	-0.053997
19	-0.144832	0.214499	0.560892	0.683100	0.386096	0.122255	-0.112842	-0.188153	0.367188	0.098487	-0.095556	-0.128047	-0.138095	-0.513923	-0.837859	-0.891445	-0.146581	-0.561067	-0.684462	-0.775932	0.476132	-0.257853	-0.183400	-0.190136	-0.137812
20	2.308485	2.290383	2.257387	2.286086	2.202660	2.224657	2.230175	2.240188	2.194246	2.239229	2.291444	2.336993	2.270376	2.169676	1.878776	1.877035	2.267084	2.357189	1.944766	1.872383	2.268370	2.240386	2.195714	2.386625	2.276000
21	-0.293405	-0.287299	-0.280934	-0.275262	-0.430096	-0.517209	-0.561361	-0.575622	-0.139914	-0.071320	-0.044947	-0.021499	-0.351201	-0.272051	-0.224490	-0.191650	-0.225625	-0.313070	-0.207048	-0.199063	-0.282752	-0.577086	-0.602682	-0.004783	-0.059256
22	-0.140121	0.214197	0.557039	0.686943	0.393023	0.119697	-0.112692	-0.177155	0.372939	0.106769	-0.095912	-0.136520	-0.133475	-0.565067	-0.767618	-0.862793	-0.142009	-0.545815	-0.694387	-0.795234	0.473055	-0.252588	-0.178444	-0.196204	-0.135217
23	2.356040	2.327216	2.286674	2.350539	2.254436	2.281943	2.296790	2.312885	2.232591	2.279230	2.324640	2.373473	2.317747	2.320169	1.972027	1.959961	2.314329	2.378836	2.018496	1.952246	2.298916	2.315411	2.265348	2.402713	2.307600
24	-0.285945	-0.281647	-0.276288	-0.276243	-0.420658	-0.517383	-0.559268	-0.572798	-0.139178	-0.069929	-0.036850	-0.016852	-0.344260	-0.262243	-0.224320	-0.180420	-0.218036	-0.278901	-0.200998	-0.180930	-0.277916	-0.569498	-0.595043	-0.004513	-0.024206
25	-0.132685	0.221160	0.562111	0.688944	0.395795	0.122518	-0.099032	-0.172481	0.375568	0.109906	-0.096062	-0.145474	-0.125629	-0.524486	-0.757096	-0.849609	-0.135276	-0.513396	-0.709301	-0.814756	0.478595	-0.243632	-0.190506	-0.198904	-0.157358
26	2.398511	2.379490	2.342798	2.369722	2.292836	2.332339	2.355542	2.380203	2.284978	2.324055	2.369032	2.414347	2.361681	2.373412	2.081890	2.070312	2.354956	2.398844	2.114482	2.054637	2.354443	2.386659	2.329239	2.425491	2.430250
27	-0.275678	-0.278662	-0.278019	-0.261748	-0.425519	-0.510743	-0.541133	-0.549595	-0.136409	-0.065097	-0.029345	-0.008939	-0.334522	-0.270639	-0.222025	-0.177979	-0.207739	-0.253322	-0.180859	-0.196836	-0.278630	-0.579829	-0.573543	0.005950	-0.023317
28	-0.132084	0.218828	0.558430	0.685906	0.400488	0.145803	-0.081876	-0.113702	0.378476	0.092317	-0.118384	-0.160833	-0.125062	-0.507106	-0.770381	-0.838379	-0.134758	-0.512948	-0.855510	-0.906510	0.475174	-0.188101	-0.134429	-0.199855	-0.151442
29	2.451165	2.415272	2.368047	2.424229	2.342855	2.380490	2.418195	2.429324	2.329286	2.371160	2.407439	2.454404	2.412492	2.420537	2.197399	2.197266	2.409129	2.419465	2.222438	2.239137	2.382091	2.418273	2.383909	2.448675	2.449046
30	-0.262018	-0.269361	-0.274828	-0.253972	-0.415718	-0.509601	-0.531856	-0.549637	-0.133774	-0.067395	-0.029329	-0.011403	-0.319159	-0.271926	-0.288469	-0.185059	-0.196389	-0.232764	-0.166147	-0.229919	-0.273777	-0.548411	-0.557400	0.013077	-0.031363
31	-0.123575	0.225922	0.563697	0.661940	0.405734	0.129137	-0.092677	-0.134742	0.383345	0.119662	-0.092449	-0.146263	-0.116109	-0.507362	-0.835396	-0.873047	-0.127048	-0.505921	-0.890417	-0.813721	0.480912	-0.217903	-0.169239	-0.193437	-0.144157
32	2.503691	2.470620	2.423296	2.407510	2.372369	2.431397	2.491535	2.518829	2.371567	2.397560	2.436883	2.473822	2.465845	2.442740	2.367285	2.339844	2.460602	2.473504	2.275180	2.292969	2.437614	2.505497	2.466125	2.474515	2.469391
33	-0.253036	-0.258664	-0.262858	-0.236241	-0.409292	-0.499622	-0.515750	-0.517511	-0.123880	-0.057524	-0.018636	0.003274	-0.312704	-0.279590	-0.307446	-0.307506	-0.185737	-0.157394	-0.180009	-0.161939	-0.262088	-0.514182	-0.504994	0.021447	-0.039042
34	-0.134446	0.216829	0.557259	0.637482	0.394405	0.148821	-0.059121	-0.078136	0.364155	0.111803	-0.095552	-0.150608	-0.129807	-0.472291	-0.820872	-0.853402	-0.135130	-0.494453	-0.797965	-0.864556	0.473708	-0.123850	-0.078436	-0.198102	-0.138863
35	2.568899	2.543937	2.503409	2.475257	2.463884	2.527851	2.578545	2.612566	2.449739	2.458589	2.501460	2.534865	2.534686	2.512722	2.399045	2.273294	2.524433	2.657652	2.568172	2.562598	2.515960	2.631120	2.605277	2.531258	2.519429
36	-0.244887	-0.252285	-0.257400	-0.229315	-0.402617	-0.494286	-0.514754	-0.511304	-0.117490	-0.051232	-0.016212	0.001207	-0.303879	-0.319681	-0.308242	-0.309753	-0.178383	-0.158076	-0.156802	-0.132446	-0.256430	-0.505214	-0.492509	0.031490	-0.051659
37	-0.136421	0.208034	0.542326	0.651270	0.391363	0.145808	-0.062415	-0.060710	0.353941	0.101100	-0.109439	-0.136168	-0.128669	-0.473417	-0.819290	-0.851922	-0.139871	-0.465896	-0.803935	-0.879395	0.460273	-0.117761	-0.051801	-0.201133	-0.125323
38	2.613530	2.577833	2.531901	2.538981	2.513211	2.584655	2.635153	2.660989	2.494899	2.507235	2.542696	2.559870	2.583307	2.479710	2.402451	2.278656	2.565848	2.730207	2.702884	2.724609	2.545641	2.709689	2.631750	2.561151	2.555500
39	-0.218754	-0.233035	-0.245670	-0.197753	-0.383501	-0.478195	-0.331171	-0.333006	-0.097969	-0.037960	0.009905	0.014253	-0.278819	-0.307772	-0.309861	-0.312067	-0.152383	-0.141032	-0.118831	-0.124233	-0.242786	-0.315600	-0.263273	0.057011	-0.046109
40	-0.170183	0.175820	0.511844	0.581687	0.363961	0.137969	-0.048517	-0.109204	0.312316	0.050584	-0.158954	-0.153724	-0.160907	-0.469477	-0.811009	-0.842730	-0.174567	-0.529834	-0.808508	-0.842381	0.429254	-0.168619	-0.060362	-0.220452	-0.175501
