	SB	SM	Nk	Hd	SL	EL	WL	HL	SR	ER	WR	HR	HiL	KL	AL	FL	HiR	KR	AR	FR	SS	HTL	TL	HTR	TR
0	-2.256679	-2.236215	-2.209967	-2.207789	-2.274987	-2.286142	-2.283611	-2.277176	-2.118233	-2.092413	-2.022098	-2.010573	-2.274598	-2.210812	-2.240045	-2.129852	-2.203390	-2.220640	-2.232140	-2.173828	-2.217634	-2.267272	-2.277464	-2.000229	-1.980573
1	-0.151202	0.123365	0.393718	0.507912	0.272020	0.039213	-0.159661	-0.200156	0.253417	0.035970	-0.149694	-0.216762	-0.145831	-0.466837	-0.765217	-0.816082	-0.154202	-0.537395	-0.810971	-0.882812	0.326727	-0.270916	-0.199583	-0.270756	-0.210626
2	3.600250	3.589517	3.569186	3.575897	3.421376	3.389313	3.347856	3.375594	3.639725	3.710567	3.673151	3.647779	3.525575	3.430707	3.454551	3.361578	3.618479	3.422747	3.458439	3.341797	3.576085	3.343066	3.300000	3.626652	3.626667
3	-2.256679	-2.236215	-2.209967	-2.207789	-2.274987	-2.286142	-2.283611	-2.277176	-2.118233	-2.092413	-2.022098	-2.010573	-2.274598	-2.210812	-2.240045	-2.129852	-2.203390	-2.220640	-2.232140	-2.173828	-2.217634	-2.267272	-2.277464	-2.000229	-1.980573
4	-0.151202	0.123365	0.393718	0.507912	0.272020	0.039213	-0.159661	-0.200156	0.253417	0.035970	-0.149694	-0.216762	-0.145831	-0.466837	-0.765217	-0.816082	-0.154202	-0.537395	-0.810971	-0.882812	0.326727	-0.270916	-0.199583	-0.270756	-0.210626
5	3.600250	3.589517	3.569186	3.575897	3.421376	3.389313	3.347856	3.375594	3.639725	3.710567	3.673151	3.647779	3.525575	3.430707	3.454551	3.361578	3.618479	3.422747	3.458439	3.341797	3.576085	3.343066	3.300000	3.626652	3.626667
6	-2.238227	-2.215304	-2.185706	-2.184751	-2.242105	-2.303292	-2.260458	-2.258136	-2.083671	-2.042956	-1.969495	-1.947476	-2.256804	-2.187804	-2.151771	-2.082031	-2.184678	-2.183421	-2.120369	-2.071463	-2.194286	-2.252333	-2.290402	-1.938719	-1.924849
7	-0.148699	0.121049	0.385959	0.504496	0.269346	0.049492	-0.127132	-0.189061	0.254060	0.032413	-0.137606	-0.201146	-0.143911	-0.466635	-0.770247	-0.855469	-0.151160	-0.530417	-0.825901	-0.891455	0.320409	-0.265628	-0.166895	-0.262614	-0.209922
8	3.585695	3.574825	3.553938	3.546876	3.409790	3.380130	3.330295	3.353999	3.622395	3.686374	3.651799	3.604941	3.510578	3.410731	3.374323	3.279297	3.604794	3.398570	3.352822	3.269463	3.561001	3.335989	3.347111	3.584852	3.602200
9	-2.198399	-2.179708	-2.154368	-2.148750	-2.227154	-2.295701	-2.232500	-2.224544	-2.052181	-2.010071	-1.919098	-1.896559	-2.218587	-2.153681	-2.071418	-1.981445	-2.143894	-2.159029	-2.043710	-1.951030	-2.161849	-2.201618	-2.235648	-1.886737	-1.860173
10	-0.136903	0.126056	0.385096	0.500591	0.267155	0.074699	-0.165341	-0.232145	0.241739	0.033385	-0.143687	-0.201271	-0.130391	-0.425412	-0.783956	-0.837402	-0.141288	-0.513599	-0.821028	-0.863691	0.320926	-0.300942	-0.242056	-0.259494	-0.198003
11	3.565676	3.548629	3.521501	3.522747	3.387940	3.368003	3.326126	3.345965	3.606530	3.665548	3.600640	3.570728	3.490583	3.388931	3.326707	3.238281	3.585181	3.382787	3.311676	3.224307	3.530150	3.330298	3.311545	3.543520	3.546334
12	-2.198399	-2.179708	-2.154368	-2.148750	-2.227154	-2.295701	-2.232500	-2.224544	-2.052181	-2.010071	-1.919098	-1.896559	-2.218587	-2.153681	-2.071418	-1.981445	-2.143894	-2.159029	-2.043710	-1.951030	-2.161849	-2.201618	-2.235648	-1.886737	-1.860173
13	-0.136903	0.126056	0.385096	0.500591	0.267155	0.074699	-0.165341	-0.232145	0.241739	0.033385	-0.143687	-0.201271	-0.130391	-0.425412	-0.783956	-0.837402	-0.141288	-0.513599	-0.821028	-0.863691	0.320926	-0.300942	-0.242056	-0.259494	-0.198003
14	3.565676	3.548629	3.521501	3.522747	3.387940	3.368003	3.326126	3.345965	3.606530	3.665548	3.600640	3.570728	3.490583	3.388931	3.326707	3.238281	3.585181	3.382787	3.311676	3.224307	3.530150	3.330298	3.311545	3.543520	3.546334
15	-2.198399	-2.179708	-2.154368	-2.148750	-2.227154	-2.295701	-2.232500	-2.224544	-2.052181	-2.010071	-1.919098	-1.896559	-2.218587	-2.153681	-2.071418	-1.981445	-2.143894	-2.159029	-2.043710	-1.951030	-2.161849	-2.201618	-2.235648	-1.886737	-1.860173
16	-0.136903	0.126056	0.385096	0.500591	0.267155	0.074699	-0.165341	-0.232145	0.241739	0.033385	-0.143687	-0.201271	-0.130391	-0.425412	-0.783956	-0.837402	-0.141288	-0.513599	-0.821028	-0.863691	0.320926	-0.300942	-0.242056	-0.259494	-0.198003
17	3.565676	3.548629	3.521501	3.522747	3.387940	3.368003	3.326126	3.345965	3.606530	3.665548	3.600640	3.570728	3.490583	3.388931	3.326707	3.238281	3.585181	3.382787	3.311676	3.224307	3.530150	3.330298	3.311545	3.543520	3.546334
18	-2.128859	-2.113029	-2.091593	-2.089461	-2.170475	-2.262069	-2.163943	-2.167451	-1.996957	-1.933266	-1.837653	-1.809247	-2.150872	-2.078787	-1.972134	-1.896401	-2.073128	-2.078851	-1.951511	-1.877930	-2.098018	-2.149568	-2.219420	-1.779522	-1.772830
19	-0.158523	0.109674	0.373746	0.493957	0.261673	0.062261	-0.161756	-0.230685	0.258389	0.015450	-0.145194	-0.201875	-0.156564	-0.512294	-0.774872	-0.813295	-0.157970	-0.538961	-0.786217	-0.837891	0.308312	-0.306691	-0.214911	-0.251101	-0.197695
20	3.520998	3.504585	3.478732	3.472089	3.340713	3.315339	3.279296	3.304650	3.555196	3.603918	3.554566	3.525978	3.446634	3.354093	3.276715	3.200289	3.539574	3.336428	3.270898	3.187500	3.486982	3.292522	3.302667	3.496833	3.506083
21	-2.095629	-2.086248	-2.070253	-2.075128	-2.152750	-2.256049	-2.158409	-2.144447	-1.976203	-1.914788	-1.816428	-1.771933	-2.115960	-2.041495	-1.957654	-1.877930	-2.041382	-2.032147	-1.937608	-1.855676	-2.075403	-2.119505	-2.172506	-1.746802	-1.735399
22	-0.155456	0.110096	0.371852	0.490630	0.259643	0.051568	-0.154791	-0.201374	0.269213	0.021356	-0.141357	-0.202251	-0.156747	-0.490877	-0.792470	-0.868164	-0.151967	-0.537050	-0.821395	-0.876109	0.306973	-0.285579	-0.207101	-0.263266	-0.193761
23	3.500377	3.483698	3.457479	3.453038	3.318593	3.300866	3.255668	3.269006	3.535290	3.590757	3.535592	3.498974	3.420217	3.322858	3.267071	3.199219	3.523963	3.321061	3.260466	3.166214	3.465837	3.259116	3.262133	3.470106	3.477091
