	SB	SM	Nk	Hd	SL	EL	WL	HL	SR	ER	WR	HR	HiL	KL	AL	FL	HiR	KR	AR	FR	SS	HTL	TL	HTR	TR
0	1.790222	1.805177	1.814003	1.773776	1.724058	1.697555	1.844155	1.838844	1.828857	1.855807	1.831743	1.817894	1.749493	1.776097	1.751529	1.642794	1.797100	1.767262	1.756485	1.647677	1.812929	1.859707	1.765189	1.836243	1.763133
1	-0.056039	0.246737	0.543507	0.657625	0.354764	0.123780	-0.049279	-0.102050	0.410155	0.161224	-0.115741	-0.192838	-0.068041	-0.448474	-0.806275	-0.847299	-0.042975	-0.415855	-0.797416	-0.838510	0.470174	-0.184750	-0.135530	-0.274564	-0.173119
2	3.451274	3.424976	3.387991	3.440965	3.465941	3.426656	3.261254	3.219340	3.267373	3.214629	3.215626	3.228845	3.450260	3.358366	3.370979	3.293768	3.387010	3.354534	3.363146	3.285955	3.399258	3.222836	3.206400	3.259188	3.216138
3	1.790222	1.805177	1.814003	1.773776	1.724058	1.697555	1.844155	1.838844	1.828857	1.855807	1.831743	1.817894	1.749493	1.776097	1.751529	1.642794	1.797100	1.767262	1.756485	1.647677	1.812929	1.859707	1.765189	1.836243	1.763133
4	-0.056039	0.246737	0.543507	0.657625	0.354764	0.123780	-0.049279	-0.102050	0.410155	0.161224	-0.115741	-0.192838	-0.068041	-0.448474	-0.806275	-0.847299	-0.042975	-0.415855	-0.797416	-0.838510	0.470174	-0.184750	-0.135530	-0.274564	-0.173119
5	3.451274	3.424976	3.387991	3.440965	3.465941	3.426656	3.261254	3.219340	3.267373	3.214629	3.215626	3.228845	3.450260	3.358366	3.370979	3.293768	3.387010	3.354534	3.363146	3.285955	3.399258	3.222836	3.206400	3.259188	3.216138
6	1.713431	1.720545	1.721050	1.683040	1.608788	1.613176	1.717079	1.734838	1.736605	1.760557	1.636358	1.613101	1.671017	1.649427	1.746910	1.724907	1.717239	1.729208	1.752792	1.647027	1.722064	1.751395	1.671789	1.578623	1.568231
7	-0.044632	0.267279	0.572907	0.678507	0.279111	0.099142	-0.099992	-0.151036	0.426677	0.207124	-0.011147	-0.109470	-0.071395	-0.418784	-0.805819	-0.895074	-0.015665	-0.432742	-0.803525	-0.844807	0.497397	-0.226273	-0.206490	-0.166446	-0.090473
8	3.438273	3.423563	3.397910	3.458867	3.469198	3.411310	3.300039	3.250139	3.271958	3.219304	3.220631	3.240000	3.436275	3.496626	3.369200	3.344501	3.372924	3.350990	3.363423	3.279854	3.406371	3.239204	3.251813	3.255238	3.211265
9	1.677989	1.682822	1.682112	1.663348	1.578120	1.532200	1.698234	1.737584	1.705713	1.729183	1.586841	1.553483	1.634349	1.623456	1.853985	1.756736	1.691140	1.713801	1.759109	1.707776	1.683334	1.797859	1.676710	1.495542	1.533844
10	-0.042420	0.269833	0.575624	0.687890	0.276772	0.100618	0.022868	0.001111	0.435391	0.192970	0.011214	-0.067525	-0.074660	-0.420980	-0.712124	-0.811240	-0.010031	-0.442142	-0.794273	-0.881804	0.500097	-0.047733	-0.065141	-0.130913	-0.019576
11	3.435575	3.424602	3.402705	3.455504	3.460147	3.466287	3.300402	3.242047	3.271085	3.225848	3.219892	3.243880	3.433538	3.504063	3.422135	3.356822	3.370687	3.349042	3.368394	3.338223	3.410256	3.222597	3.222812	3.242176	3.194529
12	1.677989	1.682822	1.682112	1.663348	1.578120	1.532200	1.698234	1.737584	1.705713	1.729183	1.586841	1.553483	1.634349	1.623456	1.853985	1.756736	1.691140	1.713801	1.759109	1.707776	1.683334	1.797859	1.676710	1.495542	1.533844
13	-0.042420	0.269833	0.575624	0.687890	0.276772	0.100618	0.022868	0.001111	0.435391	0.192970	0.011214	-0.067525	-0.074660	-0.420980	-0.712124	-0.811240	-0.010031	-0.442142	-0.794273	-0.881804	0.500097	-0.047733	-0.065141	-0.130913	-0.019576
14	3.435575	3.424602	3.402705	3.455504	3.460147	3.466287	3.300402	3.242047	3.271085	3.225848	3.219892	3.243880	3.433538	3.504063	3.422135	3.356822	3.370687	3.349042	3.368394	3.338223	3.410256	3.222597	3.222812	3.242176	3.194529
15	1.640268	1.657717	1.663203	1.637775	1.548694	1.527159	1.700061	1.729477	1.671984	1.675214	1.536973	1.482256	1.597708	1.588626	1.724368	1.700200	1.650295	1.695914	1.747818	1.700144	1.663628	1.775608	1.677589	1.431469	1.457108
16	-0.077507	0.258863	0.578750	0.688742	0.271004	0.093936	0.022801	-0.001030	0.437713	0.225187	0.027371	-0.048715	-0.112169	-0.437105	-0.786762	-0.878237	-0.041297	-0.447807	-0.796480	-0.883601	0.500185	-0.038990	-0.058872	-0.113828	-0.041064
17	3.441252	3.428432	3.405083	3.459171	3.459118	3.437833	3.285526	3.242011	3.271645	3.216254	3.218827	3.238880	3.446581	3.507059	3.395497	3.352682	3.367639	3.354890	3.373289	3.346805	3.412958	3.226371	3.217832	3.256994	3.197583
18	1.629835	1.629701	1.618973	1.608741	1.528653	1.514814	1.658234	1.694379	1.644067	1.622734	1.486807	1.414787	1.587178	1.522935	1.646007	1.607422	1.637230	1.685575	1.715457	1.652826	1.622806	1.750579	1.627948	1.377476	1.386299
19	-0.083259	0.251241	0.580304	0.692849	0.374981	0.198614	0.056215	0.006567	0.441069	0.207897	0.035835	-0.034139	-0.109837	-0.416088	-0.732572	-0.844727	-0.061782	-0.449118	-0.798393	-0.874398	0.498604	-0.056733	-0.042637	-0.095076	-0.036124
20	3.437405	3.429867	3.414363	3.456872	3.457549	3.432431	3.304904	3.247786	3.272214	3.207982	3.220909	3.230593	3.443898	3.516596	3.490127	3.433594	3.363053	3.351026	3.410114	3.389874	3.420150	3.240824	3.219875	3.240470	3.197000
21	1.580173	1.586668	1.591715	1.595196	1.503466	1.489703	1.414011	1.363744	1.600327	1.601746	1.429954	1.358990	1.541184	1.478603	1.553650	1.514648	1.589386	1.647436	1.741072	1.702244	1.591879	1.335565	1.322004	1.318829	1.322267
22	-0.094860	0.245721	0.579073	0.694759	0.378133	0.202891	0.034809	-0.000080	0.441410	0.210104	0.045817	-0.020473	-0.109208	-0.416645	-0.767953	-0.859863	-0.078654	-0.412849	-0.814834	-0.893396	0.496795	-0.033938	-0.016964	-0.076323	-0.022626
23	3.456470	3.441284	3.415751	3.454376	3.475136	3.449794	3.291744	3.227124	3.273607	3.211071	3.222802	3.232382	3.457444	3.521093	3.497684	3.476562	3.386786	3.342366	3.365810	3.359545	3.423852	3.211508	3.222000	3.247620	3.224715
24	1.580173	1.586668	1.591715	1.595196	1.503466	1.489703	1.414011	1.363744	1.600327	1.601746	1.429954	1.358990	1.541184	1.478603	1.553650	1.514648	1.589386	1.647436	1.741072	1.702244	1.591879	1.335565	1.322004	1.318829	1.322267
25	-0.094860	0.245721	0.579073	0.694759	0.378133	0.202891	0.034809	-0.000080	0.441410	0.210104	0.045817	-0.020473	-0.109208	-0.416645	-0.767953	-0.859863	-0.078654	-0.412849	-0.814834	-0.893396	0.496795	-0.033938	-0.016964	-0.076323	-0.022626
26	3.456470	3.441284	3.415751	3.454376	3.475136	3.449794	3.291744	3.227124	3.273607	3.211071	3.222802	3.232382	3.457444	3.521093	3.497684	3.476562	3.386786	3.342366	3.365810	3.359545	3.423852	3.211508	3.222000	3.247620	3.224715
27	1.563912	1.564649	1.556242	1.547062	1.473181	1.459569	1.353648	1.313814	1.576592	1.551242	1.398566	1.295154	1.523827	1.432518	1.446411	1.389648	1.572447	1.641353	1.734677	1.632606	1.559393	1.283296	1.280129	1.262146	1.272503
28	-0.092147	0.246958	0.578363	0.709744	0.373059	0.200307	0.051831	-0.003248	0.442186	0.248056	0.071410	-0.029521	-0.107508	-0.448156	-0.798139	-0.873535	-0.074802	-0.412468	-0.807467	-0.845519	0.496612	-0.044030	-0.003842	-0.074728	-0.034330
29	3.456148	3.443167	3.419947	3.450445	3.479542	3.454100	3.298089	3.229424	3.275606	3.205112	3.222033	3.239034	3.457489	3.521935	3.512009	3.498047	3.385441	3.342137	3.367034	3.293503	3.427768	3.218158	3.228667	3.262371	3.248889
30	1.526878	1.526853	1.520595	1.529079	1.432024	1.400493	1.254518	1.244115	1.527353	1.494622	1.335521	1.262339	1.484558	1.397499	1.348921	1.275699	1.537940	1.626974	1.733189	1.629953	1.523411	1.230158	1.230791	1.219066	1.245980
31	-0.069643	0.255960	0.575784	0.697659	0.363401	0.128883	-0.005189	-0.038938	0.433895	0.203274	0.026427	-0.020623	-0.074517	-0.461680	-0.813987	-0.871584	-0.061701	-0.417502	-0.803418	-0.841571	0.496746	-0.069987	-0.081622	-0.066921	0.009257
32	3.457303	3.446579	3.424225	3.454319	3.475517	3.421640	3.277404	3.249323	3.282579	3.208471	3.231052	3.238779	3.458912	3.527326	3.524154	3.475694	3.386064	3.342755	3.366329	3.293545	3.431955	3.247694	3.272750	3.259048	3.231916
33	1.503618	1.494628	1.479715	1.487786	1.399581	1.372969	1.232905	1.207628	1.504940	1.465172	1.291844	1.221082	1.465759	1.359485	1.285041	1.183594	1.510432	1.606063	1.730867	1.629215	1.484296	1.188995	1.178719	1.181641	1.200688
34	-0.071841	0.252964	0.570910	0.695394	0.360927	0.121688	-0.010231	-0.040948	0.433423	0.199296	0.029170	-0.023741	-0.078902	-0.478412	-0.786695	-0.854980	-0.062422	-0.417139	-0.801541	-0.840525	0.492403	-0.071745	-0.069613	-0.071596	0.001968
35	3.457864	3.448992	3.428819	3.462827	3.480237	3.425260	3.266007	3.248496	3.282856	3.208171	3.227237	3.241254	3.458704	3.526532	3.533179	3.496094	3.387108	3.343185	3.365938	3.289775	3.436039	3.259038	3.270200	3.265498	3.235167
36	1.503618	1.494628	1.479715	1.487786	1.399581	1.372969	1.232905	1.207628	1.504940	1.465172	1.291844	1.221082	1.465759	1.359485	1.285041	1.183594	1.510432	1.606063	1.730867	1.629215	1.484296	1.188995	1.178719	1.181641	1.200688
37	-0.071841	0.252964	0.570910	0.695394	0.360927	0.121688	-0.010231	-0.040948	0.433423	0.199296	0.029170	-0.023741	-0.078902	-0.478412	-0.786695	-0.854980	-0.062422	-0.417139	-0.801541	-0.840525	0.492403	-0.071745	-0.069613	-0.071596	0.001968
38	3.457864	3.448992	3.428819	3.462827	3.480237	3.425260	3.266007	3.248496	3.282856	3.208171	3.227237	3.241254	3.458704	3.526532	3.533179	3.496094	3.387108	3.343185	3.365938	3.289775	3.436039	3.259038	3.270200	3.265498	3.235167
39	1.462319	1.455634	1.444016	1.441592	1.359915	1.324205	1.210154	1.179874	1.454142	1.424920	1.283371	1.204492	1.423924	1.310418	1.168350	1.071126	1.470579	1.598069	1.727011	1.624616	1.447965	1.154832	1.141060	1.168308	1.187572
40	-0.078821	0.247215	0.566285	0.695518	0.356653	0.112817	-0.017399	-0.040465	0.424538	0.190196	0.034829	-0.019223	-0.088054	-0.504980	-0.786628	-0.824444	-0.067974	-0.420133	-0.798121	-0.835978	0.487523	-0.076652	-0.071777	-0.086354	0.011722
41	3.456560	3.452471	3.436235	3.470941	3.486777	3.441308	3.254996	3.245882	3.289177	3.209675	3.226007	3.236367	3.461946	3.521182	3.519198	3.445533	3.380760	3.344196	3.366194	3.294689	3.442518	3.255738	3.260000	3.254347	3.229778
42	1.430450	1.416090	1.395969	1.407534	1.317267	1.288948	1.178571	1.146951	1.421208	1.389789	1.220464	1.152408	1.393494	1.276541	1.155284	1.072156	1.438178	1.559493	1.721714	1.622745	1.401874	1.129749	1.117392	1.110395	1.130142
43	-0.081253	0.241979	0.557716	0.689783	0.351184	0.103465	-0.036541	-0.058138	0.419130	0.189221	0.005630	-0.051415	-0.090265	-0.510775	-0.798538	-0.841065	-0.070563	-0.424826	-0.795751	-0.833555	0.479797	-0.097613	-0.043633	-0.099640	-0.027967
44	3.457381	3.455320	3.441684	3.476642	3.485955	3.439326	3.253762	3.250436	3.291042	3.213307	3.233789	3.247662	3.460947	3.521684	3.523613	3.485405	3.383017	3.356067	3.368442	3.293301	3.447300	3.256250	3.246833	3.278784	3.239727
45	1.383673	1.375691	1.363135	1.379083	1.279831	1.245502	1.130281	1.117055	1.372524	1.335481	1.205314	1.134575	1.347919	1.223054	1.139632	1.047347	1.390706	1.565105	1.705653	1.605302	1.367244	1.094242	1.078191	1.095217	1.127205
46	-0.086614	0.239653	0.558441	0.683150	0.351659	0.100787	-0.054669	-0.081304	0.413748	0.167127	0.000838	-0.059623	-0.095254	-0.523836	-0.827275	-0.850186	-0.076217	-0.486484	-0.764373	-0.801522	0.479791	-0.116338	-0.101262	-0.118017	-0.024694
47	3.462884	3.461836	3.448413	3.483265	3.492944	3.446194	3.271637	3.248170	3.299542	3.227573	3.232159	3.244479	3.463503	3.520366	3.523216	3.482421	3.391000	3.370831	3.365848	3.294702	3.454029	3.256605	3.259600	3.260319	3.241724
48	1.346778	1.335711	1.317821	1.330096	1.237966	1.208073	1.132617	1.094217	1.330448	1.318777	1.153871	1.111297	1.309601	1.183343	1.116780	1.022712	1.356016	1.538687	1.699578	1.599842	1.323280	1.078485	1.063661	1.074436	1.093351
49	-0.097564	0.232438	0.555300	0.676877	0.348541	0.094527	-0.126617	-0.134816	0.410107	0.164858	-0.025868	-0.079704	-0.106077	-0.538065	-0.848520	-0.853708	-0.086994	-0.500142	-0.769913	-0.806535	0.475537	-0.139530	-0.129813	-0.138910	-0.070057
50	3.457247	3.464118	3.459645	3.497744	3.503273	3.454984	3.339467	3.273602	3.303575	3.228415	3.236347	3.244840	3.459109	3.528115	3.527191	3.474691	3.383678	3.371445	3.365665	3.295911	3.462899	3.257038	3.263600	3.265491	3.237100
51	1.299656	1.292655	1.281835	1.278397	1.181086	1.149138	1.103917	1.093333	1.295992	1.268859	1.145421	1.093857	1.258531	1.141291	1.108176	1.042032	1.314072	1.482247	1.678991	1.583590	1.285398	1.081293	1.052114	1.060268	1.070419
52	-0.105245	0.230875	0.559027	0.685324	0.350309	0.093526	-0.037032	-0.092217	0.412538	0.158980	-0.033489	-0.103946	-0.115354	-0.464732	-0.786019	-0.871778	-0.092928	-0.513953	-0.778188	-0.813423	0.478086	-0.125375	-0.123463	-0.158604	-0.089605
53	3.454623	3.465557	3.463739	3.504502	3.502599	3.454363	3.310907	3.243469	3.309100	3.236857	3.238322	3.245566	3.458122	3.537704	3.527279	3.476369	3.378986	3.377265	3.362426	3.284976	3.466514	3.225029	3.247889	3.268013	3.241545
54	1.243629	1.236803	1.225752	1.257497	1.146430	1.114367	1.068605	1.075252	1.243397	1.235123	1.133505	1.086908	1.201858	1.123691	1.092365	1.000143	1.259298	1.390037	1.629405	1.531989	1.229310	1.062017	1.051159	1.062186	1.063793
55	-0.089672	0.239375	0.561224	0.687004	0.351394	0.091818	-0.038819	-0.103775	0.417773	0.159954	-0.044425	-0.119929	-0.098738	-0.461959	-0.788628	-0.823512	-0.078719	-0.507403	-0.769332	-0.804493	0.481773	-0.137289	-0.130427	-0.183649	-0.102247
56	3.472085	3.478547	3.472634	3.507416	3.519946	3.471284	3.325097	3.248544	3.316387	3.246198	3.239548	3.243463	3.479900	3.536700	3.528548	3.456560	3.391335	3.385988	3.367306	3.297303	3.476414	3.231853	3.236000	3.262314	3.238182
57	1.243629	1.236803	1.225752	1.257497	1.146430	1.114367	1.068605	1.075252	1.243397	1.235123	1.133505	1.086908	1.201858	1.123691	1.092365	1.000143	1.259298	1.390037	1.629405	1.531989	1.229310	1.062017	1.051159	1.062186	1.063793
58	-0.089672	0.239375	0.561224	0.687004	0.351394	0.091818	-0.038819	-0.103775	0.417773	0.159954	-0.044425	-0.119929	-0.098738	-0.461959	-0.788628	-0.823512	-0.078719	-0.507403	-0.769332	-0.804493	0.481773	-0.137289	-0.130427	-0.183649	-0.102247
59	3.472085	3.478547	3.472634	3.507416	3.519946	3.471284	3.325097	3.248544	3.316387	3.246198	3.239548	3.243463	3.479900	3.536700	3.528548	3.456560	3.391335	3.385988	3.367306	3.297303	3.476414	3.231853	3.236000	3.262314	3.238182
60	1.214632	1.208178	1.197525	1.197027	1.110139	1.078008	1.031820	1.065767	1.211883	1.211674	1.100140	1.082126	1.176098	1.099579	1.087137	0.994786	1.227241	1.325828	1.616048	1.585367	1.200973	1.059779	1.055380	1.064377	1.052664
61	-0.083230	0.244467	0.564978	0.700367	0.355767	0.093896	-0.036765	-0.110247	0.421543	0.163066	-0.077203	-0.132452	-0.095265	-0.465466	-0.789451	-0.824728	-0.069057	-0.516865	-0.766260	-0.840203	0.485863	-0.114205	-0.113731	-0.193146	-0.131720
62	3.474845	3.480781	3.474317	3.512422	3.523940	3.474934	3.326500	3.262820	3.321284	3.248705	3.238612	3.241045	3.482352	3.536301	3.528266	3.454124	3.394120	3.384376	3.368430	3.315941	3.478242	3.248984	3.235500	3.259969	3.236539
63	1.159572	1.162328	1.163682	1.163680	1.081193	1.049188	1.002804	0.985914	1.168794	1.175368	1.097474	1.099491	1.121778	1.081086	1.082167	0.986453	1.172854	1.234922	1.545777	1.558272	1.164280	0.980163	0.976075	1.071607	1.058512
64	-0.077068	0.249933	0.569295	0.697781	0.359378	0.097438	-0.034069	-0.085971	0.422694	0.174555	-0.064965	-0.132050	-0.087175	-0.467175	-0.787216	-0.822258	-0.065325	-0.497138	-0.733430	-0.806569	0.490463	-0.090004	-0.089628	-0.202180	-0.111606
65	3.482803	3.486804	3.478164	3.516836	3.527598	3.478528	3.329145	3.274890	3.322664	3.253636	3.236651	3.252789	3.493678	3.533891	3.526770	3.457729	3.398238	3.382914	3.367761	3.324652	3.482599	3.260964	3.247363	3.264748	3.211354
66	1.119592	1.120472	1.113706	1.124997	1.029520	0.997750	1.073548	1.074231	1.136118	1.155393	1.091818	1.078224	1.086848	1.049518	1.078736	1.036746	1.128252	1.103323	1.395272	1.297850	1.116066	1.081770	1.056322	1.071908	1.050828
67	-0.072528	0.256390	0.578710	0.700848	0.368961	0.106955	-0.012534	-0.105429	0.428846	0.168803	-0.061081	-0.132552	-0.083212	-0.448273	-0.782225	-0.861301	-0.060258	-0.397903	-0.704505	-0.741354	0.499153	-0.145839	-0.136879	-0.201377	-0.118424
68	3.498303	3.495921	3.481201	3.515567	3.530915	3.481762	3.246303	3.226676	3.319780	3.256729	3.235972	3.235570	3.504995	3.525939	3.525760	3.475760	3.418037	3.336398	3.360063	3.285733	3.487322	3.201797	3.194500	3.240371	3.208382
69	1.074141	1.083243	1.088564	1.100871	1.004410	0.972752	1.049148	1.061202	1.107105	1.121147	1.083969	1.074781	1.034302	1.001330	1.075711	1.035942	1.094030	1.080815	1.387186	1.393600	1.088309	1.072782	1.041697	1.067605	1.022497
70	-0.066804	0.259499	0.579085	0.704859	0.369324	0.107305	-0.012971	-0.101246	0.431072	0.168335	-0.056641	-0.134081	-0.073875	-0.446807	-0.780271	-0.858870	-0.058208	-0.412612	-0.706734	-0.784379	0.500126	-0.143216	-0.138573	-0.210429	-0.120128
71	3.488288	3.492444	3.482751	3.517029	3.532442	3.483239	3.246287	3.225962	3.320900	3.258226	3.237151	3.261969	3.491365	3.534502	3.525792	3.475499	3.411292	3.360335	3.384054	3.339949	3.487710	3.207490	3.200250	3.255049	3.289680
72	1.052760	1.054582	1.047318	1.052926	0.963217	0.931745	1.012501	1.033586	1.056196	1.099968	1.061095	1.050181	1.007930	0.995221	1.082113	1.025249	1.070327	1.024388	1.311294	1.296777	1.050159	1.045393	1.014614	1.058740	1.052672
73	-0.069806	0.261951	0.587866	0.720970	0.378070	0.115987	-0.136177	-0.223191	0.441736	0.176895	-0.049396	-0.124704	-0.079907	-0.515930	-0.812401	-0.873503	-0.059684	-0.428727	-0.726194	-0.804155	0.507246	-0.264792	-0.259686	-0.192545	-0.111810
74	3.472536	3.484010	3.483557	3.520995	3.533218	3.483940	3.423024	3.395925	3.325430	3.262715	3.245269	3.240126	3.450137	3.485749	3.531249	3.469700	3.409551	3.372358	3.394168	3.342187	3.485718	3.377374	3.370037	3.246038	3.256700
75	1.031442	1.029177	1.021068	1.038069	0.899538	0.857111	0.927481	0.942200	1.045655	1.080593	1.032492	1.021942	0.993589	0.996529	1.110228	1.019019	1.050618	0.960063	1.228500	1.215820	1.024831	0.954255	0.923800	1.030298	0.992063
76	-0.091039	0.256838	0.592506	0.716267	0.209752	0.022755	-0.220150	-0.303434	0.442582	0.178746	-0.043656	-0.109897	-0.108346	-0.551144	-0.840339	-0.866178	-0.064144	-0.436933	-0.750421	-0.827439	0.509716	-0.344780	-0.339336	-0.183375	-0.104559
77	3.424762	3.464589	3.482493	3.522644	3.485029	3.523163	3.427813	3.387654	3.322934	3.262734	3.237351	3.239533	3.453351	3.538035	3.499388	3.476120	3.320471	3.384493	3.406251	3.347911	3.480853	3.369008	3.361553	3.239220	3.253385
78	0.998827	0.997617	0.994962	0.997960	0.884504	0.863510	0.777544	0.783581	1.023299	1.051811	1.019891	1.004229	0.949611	1.014946	1.055462	1.031976	1.026593	0.916380	1.115048	1.064403	0.997518	0.774891	0.756459	1.013044	0.985612
79	-0.124369	0.244038	0.598786	0.719020	0.201152	0.059655	-0.102858	-0.127017	0.443870	0.179313	-0.033143	-0.107328	-0.140273	-0.467227	-0.804262	-0.871911	-0.105783	-0.461905	-0.775600	-0.843568	0.511859	-0.156202	-0.111077	-0.174771	-0.132565
